"zipcode","latitude","longitude"
"L6E 0B7,43.85610,-79.33702"
"91902,32.67300,-117.00200"
"66109,39.16010,-94.82810"
"03846,44.27059,-71.30327"
"56256,45.02150,-96.14990"
"41301,37.75240,-83.50470"
"40356,37.87610,-84.56990"
"29073,33.89050,-81.23920"
"25686,37.63060,-82.07670"
"24651,37.07060,-81.50720"
"66222,39.01770,-94.68370"
"40291,38.13190,-85.58090"
"92186,32.74810,-117.20300"
"27545,35.79500,-78.47990"
"D12 X962,53.33020,-6.31057"
"56621,47.38920,-95.42940"
"47521,38.39010,-86.74530"
"13637,44.09810,-75.83310"
"40591,38.04630,-84.49590"
"83213,43.49530,-113.31800"
"78660,30.44000,-97.62000"
"19960,38.86070,-75.36840"
"92503,33.83837,-117.43802"
"90232,34.01810,-118.39200"
"08332,39.39000,-75.05000"
"74043,35.92040,-95.79940"
"76714,31.52830,-97.19170"
"70352,29.69420,-90.94620"
"6394,-33.68255,117.06792"
"55949,43.71583,-92.00773"
"17246,40.02240,-77.71340"
"97524,42.44486,-122.31530"
"78746,30.29100,-97.79969"
"21250,39.25450,-76.70910"
"20319,38.86180,-77.01660"
"08868,40.56580,-74.94180"
"59537,48.97168,-108.17262"
"02644,41.70720,-70.53020"
"43320,40.55000,-82.86000"
"88009,31.91676,-108.53366"
"02631,41.74720,-70.06880"
"18823,41.78941,-75.69062"
"45044,39.40399,-84.40676"
"91605,34.20770,-118.40200"
"88569,31.76800,-106.33000"
"83707,43.66270,-116.16800"
"23225,37.55000,-77.46000"
"93704,36.80020,-119.80100"
"05472,44.11330,-73.17480"
"33060,26.23000,-80.13000"
"04007,43.49270,-70.45370"
"37110,35.58396,-85.71331"
"29849,33.05740,-81.21260"
"48449,42.99890,-83.94550"
"89446,40.97330,-117.73500"
"60008,42.07000,-88.02000"
"60191,41.96336,-87.97896"
"02122,42.28995,-71.04650"
"33022,26.01310,-80.14350"
"24828,37.45039,-81.70567"
"98155,47.73599,-122.29195"
"43973,40.19060,-81.27770"
"15412,40.09390,-79.85750"
"26527,39.66580,-80.06370"
"37065,35.92500,-86.86870"
"86031,35.41000,-110.08000"
"73139,35.38560,-97.52560"
"L5M,43.58425,-79.71900"
"80419,39.73880,-105.21600"
"58256,48.06718,-97.30313"
"06255,41.98700,-71.90270"
"53095,43.41900,-88.16770"
"34113,26.07160,-81.73610"
"85932,33.95310,-109.20900"
"34280,27.49930,-82.63630"
"95325,37.45230,-120.26500"
"63783,37.61020,-89.71890"
"56220,44.72630,-96.29560"
"55439,44.87287,-93.36943"
"62557,39.45115,-89.15814"
"98953,46.44000,-120.22800"
"79360,32.71000,-102.65000"
"71138,32.40810,-93.79780"
"96161,39.32101,-120.42882"
"65646,37.24450,-93.66020"
"44319,40.97499,-81.53397"
"38852,34.81060,-88.19990"
"71034,32.17670,-93.30550"
"37656,36.41660,-82.62490"
"62378,39.88540,-90.68400"
"34945,27.41747,-80.39682"
"20776,38.86540,-76.61450"
"10591,41.11390,-73.80662"
"52134,43.46470,-92.43480"
"21817,37.99000,-75.84290"
"63387,39.18540,-91.01670"
"25544,38.22750,-82.13480"
"83250,42.68000,-112.20000"
"38040,46.25210,11.35629"
"45002,39.18228,-84.79106"
"67865,37.44000,-100.01000"
"33578,27.87960,-82.32990"
"77833,30.23530,-96.36516"
"78626,30.62330,-97.66450"
"38618,34.69570,-90.00620"
"66021,38.78560,-95.00740"
"41081,38.31860,-83.56120"
"17801,40.79270,-76.81443"
"30527,34.47960,-83.78550"
"15218,40.42420,-79.88980"
"37931,35.99280,-84.12960"
"14779,42.29249,-78.77029"
"92838,33.89180,-117.93100"
"2622 AK,51.98239,4.35009"
"26120,39.17120,-81.49320"
"11410,-6.19636,106.80464"
"72073,34.26788,-91.62040"
"63141,38.64566,-90.50479"
"36470,31.51600,-87.49650"
"04082,43.73750,-70.43040"
"L6A 2W5,43.83950,-79.53093"
"24258,36.64600,-82.40820"
"67456,38.57220,-97.64790"
"79783,32.23647,-101.98046"
"95965,39.53240,-121.64900"
"70582,30.12000,-91.83000"
"36207,33.66340,-85.66690"
"96789,21.46010,-157.96000"
"66503,39.26100,-96.68620"
"72413,36.30720,-90.81260"
"68422,40.39300,-96.74220"
"18654,41.35170,-76.03470"
"36859,32.17130,-85.13020"
"66434,39.91230,-95.50980"
"2770,-33.76731,150.82000"
"76472,32.58000,-98.18000"
"54862,45.77430,-91.10630"
"56273,45.28357,-95.13502"
"57279,45.41520,-96.86640"
"20792,38.81580,-76.75000"
"95033,37.21670,-121.98100"
"27982,35.56670,-75.46880"
"46214,39.79160,-86.28900"
"14816,42.18880,-76.73750"
"28339,35.34940,-78.70090"
"47834,39.52000,-87.12000"
"95333,37.24080,-120.22800"
"21075,39.20000,-76.75000"
"53035,43.39000,-88.53000"
"11707,40.69590,-73.32640"
"35033,33.96190,-87.04240"
"T0K 1W0,49.48562,-113.94701"
"71677,33.74660,-91.57530"
"65766,36.52850,-92.22980"
"73084,35.52470,-97.34210"
"59648,46.97620,-111.97800"
"30326,33.84889,-84.35327"
"85135,33.00180,-110.73000"
"57031,42.86800,-97.20800"
"226003,26.86391,80.90280"
"38190,35.05480,-90.05980"
"17028,40.39210,-76.68260"
"51401,42.15248,-94.90860"
"39630,31.46280,-90.85030"
"95937,38.85290,-121.99800"
"34951,27.52290,-80.41850"
"06034,41.70610,-72.87430"
"73521,34.68290,-99.34410"
"48195,42.20530,-83.20600"
"31038,33.17700,-83.70800"
"12930,44.72010,-74.53650"
"28093,35.47360,-81.25470"
"18441,41.66900,-75.63740"
"39776,33.76725,-89.01867"
"50247,42.01350,-93.16520"
"15474,39.72750,-79.88950"
"55009,44.60052,-92.81298"
"46401,41.60928,-87.35259"
"06813,41.39610,-73.45440"
"90029,34.08990,-118.29500"
"04016,44.17380,-70.87310"
"54655,43.38930,-90.77130"
"88553,31.76800,-106.33000"
"51530,41.79210,-95.53259"
"57231,44.36800,-97.58740"
"46298,39.77460,-86.11050"
"35448,32.91380,-87.99280"
"75689,32.18620,-94.95210"
"39533,30.39490,-88.88550"
"15825,41.16000,-79.08000"
"B0N,44.94315,-64.17753"
"28544,34.73600,-77.30810"
"94027,37.45380,-122.20300"
"56449,46.19910,-94.27650"
"84045,40.34950,-111.90400"
"16940,41.97630,-77.23690"
"03782,43.39170,-72.09580"
"15907,40.32690,-78.92230"
"08827,40.66730,-74.96370"
"64866,36.88640,-94.14220"
"48169,42.46460,-83.94800"
"28056,35.19710,-81.13750"
"55145,44.94450,-93.09290"
"95527,40.76300,-123.43400"
"23842,37.12000,-77.22000"
"18600,40.78159,33.01102"
"35228,33.46000,-86.91890"
"79927,31.64830,-106.27200"
"61520,40.55790,-89.97520"
"48178,42.47123,-83.61356"
"12733,41.73760,-74.61600"
"226021,26.91429,80.94083"
"12784,41.66830,-74.62580"
"67518,38.47720,-100.15100"
"58370,47.93730,-98.90710"
"76637,31.78350,-97.76300"
"39166,33.00250,-90.45420"
"30337,33.64000,-84.46000"
"E2M 5H1,45.24308,-66.14581"
"90407,34.01560,-118.49300"
"49799,45.27160,-84.58210"
"37062,35.98970,-87.12230"
"29107,33.53800,-81.08530"
"57725,43.95916,-102.88379"
"52070,42.07669,-90.25291"
"72331,35.27990,-90.46900"
"50233,41.57430,-94.18290"
"14546,43.03040,-77.77730"
"60302,41.89430,-87.78970"
"53958,43.53250,-90.00250"
"19148,39.91100,-75.15340"
"61875,40.09320,-88.40950"
"47802,39.47000,-87.38000"
"36764,32.11250,-87.98820"
"97385,44.86740,-122.74500"
"69103,41.12370,-100.76500"
"29730,34.93000,-81.02000"
"62236,38.42040,-90.22220"
"72630,36.46440,-92.92030"
"90088,34.05350,-118.26500"
"26411,39.27953,-80.67760"
"82190,44.79772,-110.43437"
"21921,39.56595,-75.87300"
"64439,39.51120,-94.75910"
"80643,40.09090,-104.36700"
"46554,41.56340,-86.42600"
"54948,44.78030,-88.87180"
"87061,34.72040,-106.29900"
"39322,31.58090,-88.54710"
"47142,38.05170,-86.18580"
"92358,34.26830,-117.54100"
"21094,39.42110,-76.62660"
"76097,32.54170,-97.32080"
"70509,30.23890,-92.00740"
"02839,41.94891,-71.64735"
"56523,47.62391,-96.76193"
"29401,32.78000,-79.99000"
"22727,38.42263,-78.36751"
"45872,41.16812,-83.67208"
"99761,67.33660,-162.89700"
"02909,41.81750,-71.45030"
"75219,32.81180,-96.81390"
"37064,35.88413,-86.78870"
"26667,38.24200,-81.01430"
"22820,38.72330,-79.01430"
"30609,33.89550,-83.37440"
"06481,41.53570,-72.70110"
"70508,30.15230,-92.03080"
"98251,47.85690,-121.67400"
"29640,34.84734,-82.62374"
"85624,31.46732,-110.70703"
"93514,37.41750,-118.54186"
"52498,42.02170,-91.66050"
"54552,45.95990,-90.23620"
"98273,48.34038,-122.34293"
"45853,40.98580,-84.20920"
"1012 CK,52.37022,4.89517"
"16411,41.98100,-80.44680"
"48073,42.51910,-83.16470"
"77335,30.60440,-94.95830"
"02645,41.70260,-70.06370"
"E7M,46.18333,-67.65000"
"M4M 1K9,43.66232,-79.33510"
"44625,40.79367,-80.95592"
"26555,39.48000,-80.14000"
"40849,36.89840,-83.16550"
"30741,34.94700,-85.28510"
"75472,32.89050,-95.86710"
"48873,42.98650,-84.83870"
"55020,44.57240,-93.38150"
"00952,18.42570,-66.18850"
"43928,40.00840,-80.88790"
"43731,39.68451,-82.05875"
"66018,38.94640,-94.97870"
"85352,32.69960,-113.95100"
"27967,36.22580,-76.93360"
"18951,40.48093,-75.37212"
"03908,43.23920,-70.74700"
"88301,33.62690,-105.97800"
"06795,41.61880,-73.12290"
"06493,41.45390,-72.81850"
"46764,41.15720,-85.62790"
"15462,40.06320,-79.35820"
"78355,27.17010,-98.17750"
"98826,47.78660,-120.85600"
"45669,38.44397,-82.33821"
"14748,42.12970,-78.63540"
"58324,48.45750,-99.10150"
"63775,37.78089,-89.92539"
"32092,29.93780,-81.50160"
"23876,36.95460,-77.83430"
"08243,39.15170,-74.69700"
"85005,33.46060,-112.12900"
"43341,40.59000,-83.31170"
"45264,39.10430,-84.53560"
"33186,25.65650,-80.40960"
"62-322,52.12476,17.47902"
"96161,39.31167,-120.46194"
"71251,32.22750,-92.64170"
"14522,43.08690,-77.17152"
"08742,40.07178,-74.05430"
"55084,45.46290,-92.71130"
"10983,41.02850,-73.94740"
"65590,37.64379,-92.97756"
"5014,60.39126,5.32205"
"33149,25.73610,-80.15590"
"45338,39.84860,-84.54600"
"75705,32.35083,-95.06806"
"91023,34.22670,-118.06600"
"LS1 9SF,53.80076,-1.54908"
"92651,33.57450,-117.78700"
"49779,45.39460,-83.85870"
"30185,33.51710,-84.90930"
"34434,29.00440,-82.45030"
"72401,35.98924,-90.71761"
"01069,42.17740,-72.28010"
"26143,39.04702,-81.49262"
"56054,44.40290,-94.44350"
"47119,38.31000,-85.86000"
"13426,43.56400,-76.00250"
"25154,38.12550,-81.71020"
"91948,32.87530,-116.46200"
"18619,41.44368,-76.71056"
"98406,47.26240,-122.51000"
"2203 NT,52.24563,4.45125"
"95638,38.34180,-121.11000"
"V1P 1E8,49.86857,-119.35535"
"74834,35.69820,-96.85880"
"39474,31.60128,-89.91841"
"58740,48.50230,-101.30400"
"11518,40.63880,-73.66640"
"11426,40.73660,-73.72270"
"92119,32.80810,-117.03000"
"98664,45.62070,-122.57700"
"26386,39.38650,-80.38920"
"37121,36.20000,-86.52000"
"60915,41.14790,-87.85640"
"90356,19.40143,-98.13990"
"18509,41.43000,-75.64380"
"34233,27.28380,-82.47340"
"45822,40.61144,-84.70857"
"97055,45.33123,-122.22897"
"40734,36.95030,-83.96240"
"56164,44.06600,-96.33020"
"11797,40.81000,-73.47000"
"13860,42.44550,-74.96370"
"04455,45.35420,-68.28190"
"63080,38.18560,-91.02030"
"34210,27.45110,-82.63100"
"54722,44.67340,-91.11210"
"52501,41.05863,-92.36991"
"83202,42.86258,-112.57843"
"60644,41.88070,-87.75770"
"93301,35.38000,-119.02000"
"32859,28.46180,-81.38460"
"54021,44.75000,-92.79000"
"59076,46.29150,-107.09600"
"20355,38.89500,-77.03660"
"26180,39.14286,-81.33762"
"67468,39.47390,-97.30130"
"04263,44.29350,-70.13140"
"24333,36.64840,-80.92030"
"04926,44.47880,-69.51760"
"68056,41.10290,-95.87320"
"31130,43.60610,1.50003"
"45330,39.64860,-84.52770"
"81152,37.08380,-105.58000"
"65053,38.55170,-92.40200"
"89318,39.40530,-114.77600"
"57059,43.08670,-97.74980"
"48386,42.65930,-83.48569"
"92596,33.63170,-117.07200"
"37134,36.00560,-87.94480"
"51109,42.50930,-96.47640"
"33024,26.02000,-80.16000"
"J5R 0B4,45.37148,-73.51328"
"29117,33.49840,-80.84800"
"71411,31.88120,-93.08340"
"37424,35.04570,-85.30940"
"17310,39.88440,-77.35980"
"78002,29.32579,-98.69113"
"215316,31.40659,120.94341"
"78062,28.73940,-98.17830"
"38351,35.57468,-88.49266"
"11006,36.52706,-6.28860"
"1108,14.64541,121.07384"
"72037,34.53870,-91.87390"
"80728,40.70562,-102.98962"
"76667,31.68870,-96.51100"
"43941,40.27260,-80.83230"
"37742,35.66920,-84.17640"
"23323,36.71050,-76.38930"
"22937,37.80510,-78.62390"
"53952,43.70081,-89.55540"
"75154,32.51000,-96.80000"
"83635,44.83260,-116.08400"
"99661,55.26930,-160.68400"
"46794,41.48180,-85.48100"
"18707,41.12470,-75.90568"
"68642,41.65720,-97.51200"
"16514,42.10800,-79.95720"
"44136,41.31450,-81.83569"
"87038,35.04140,-107.42200"
"18354,40.92580,-75.32570"
"80238,39.78970,-104.85900"
"43199,39.86160,-82.89730"
"C0A 1E0,46.44840,-63.54781"
"J2L 1N6,45.30216,-72.72323"
"52537,40.69320,-92.38500"
"03450,42.94040,-72.07990"
"92688,33.61000,-117.61000"
"50544,42.25100,-94.22060"
"57621,45.76590,-101.08000"
"M4J 5B9,43.67917,-79.34460"
"48143,42.46420,-83.85108"
"58647,46.47040,-102.78000"
"63110,38.62670,-90.26700"
"43356,40.46360,-83.04610"
"19380,39.95000,-75.60000"
"98565,46.57790,-122.91100"
"07023,40.64170,-74.38570"
"HR3 6QE,52.15146,-2.93788"
"98571,47.21672,-124.20457"
"88415,36.62836,-103.12660"
"53102,42.54000,-88.02000"
"07013,40.86890,-74.17290"
"05836,44.53280,-72.30200"
"48856,43.19490,-84.73820"
"19403,40.12900,-75.37213"
"67002,37.70020,-97.08550"
"79040,36.33220,-101.41400"
"22503,37.74759,-76.50257"
"40204,38.23880,-85.72290"
"52765,41.73730,-90.85630"
"52069,42.08447,-90.36485"
"77091,29.85330,-95.43810"
"56116,43.63110,-96.37280"
"54832,46.33230,-91.33350"
"35481,33.42230,-88.02160"
"33540,28.18140,-82.15758"
"54517,46.27080,-90.89910"
"38826,34.31059,-88.78826"
"05074,43.81990,-72.22640"
"32168,29.02582,-80.97200"
"44606,40.69728,-81.79263"
"54499,44.81790,-89.17200"
"E1E 4C6,46.08695,-64.84040"
"80731,40.64110,-102.62686"
"50451,43.40910,-94.05420"
"V5Z 2M9,49.23281,-123.11697"
"63017,38.65170,-90.53610"
"31730,31.31296,-84.33574"
"38182,35.14810,-89.97150"
"72958,34.92040,-94.05770"
"54760,44.42550,-91.20560"
"38002,35.23064,-89.74036"
"16371,41.85600,-79.32830"
"49508,42.86947,-85.64475"
"19056,40.12372,-74.89989"
"44667,40.84000,-81.77000"
"77049,29.86800,-95.12826"
"60048,42.36384,-87.95015"
"71972,34.39970,-94.29980"
"67026,37.60698,-97.42732"
"20020,38.86170,-76.97370"
"37909,35.95869,-84.03158"
"76463,32.54320,-98.45440"
"30031,33.77000,-84.28250"
"43701,39.95201,-81.95902"
"96058,41.78709,-122.00417"
"94142,37.78180,-122.41500"
"48236,42.42430,-82.89750"
"22442,38.14390,-76.63580"
"80744,40.87180,-102.37900"
"29370,34.33790,-81.95720"
"79086,35.92310,-101.73400"
"75862,30.99050,-95.33680"
"48346,42.72270,-83.41670"
"85286,33.27540,-111.86300"
"V7V 2P4,49.33941,-123.16459"
"04746,47.23070,-68.13120"
"10016,40.74450,-73.97820"
"90058,34.00640,-118.22300"
"64830,37.23850,-94.41720"
"59482,48.85030,-111.63600"
"70015,40.79284,17.10119"
"T0A,53.99112,-111.29531"
"72311,34.68890,-90.98400"
"21652,38.72440,-76.28250"
"73738,36.45530,-97.55980"
"35614,34.88290,-87.06010"
"58852,48.39910,-103.07400"
"87106,35.05250,-106.61600"
"67864,37.28000,-100.33000"
"58554,46.72890,-100.98300"
"11950,40.81010,-72.85100"
"53010,43.58512,-88.20716"
"33309,26.20813,-80.14996"
"A2N,48.54742,-58.56336"
"99591,56.58884,-169.61458"
"45356,40.17020,-84.27930"
"94302,37.44580,-122.15800"
"B0T,43.58340,-65.34300"
"55448,45.19080,-93.29980"
"C0A 1R0,46.07450,-62.52583"
"27408,36.08999,-79.82967"
"30305,33.83650,-84.38810"
"11776,40.90899,-73.06511"
"81652,39.43750,-107.67400"
"75404,33.19370,-96.10620"
"46582,41.27830,-85.87200"
"37380,35.12758,-85.74219"
"12911,44.51640,-73.46230"
"72532,36.09220,-91.57730"
"E6E 1E3,46.11710,-67.10067"
"73065,35.24450,-97.61320"
"46259,39.66130,-85.99490"
"91189,34.12650,-118.16400"
"14781,42.16390,-79.59260"
"48723,43.46169,-83.28745"
"84649,39.37500,-112.33500"
"46157,39.57160,-86.51930"
"68025,41.41639,-96.50141"
"32680,29.62680,-83.10390"
"18062,40.52110,-75.56260"
"33012,25.86600,-80.30280"
"80601,39.97580,-104.80900"
"42503,37.07610,-84.65200"
"57428,45.37630,-99.58530"
"99137,48.15710,-118.09600"
"00901,18.46390,-66.10980"
"E6J 1K1,45.59427,-67.32417"
"98366,47.54037,-122.63625"
"66204,38.99300,-94.67740"
"1012 AB,52.37873,4.90065"
"D08 E282,53.34315,-6.27206"
"15696,40.27940,-79.36550"
"24631,37.21344,-82.00624"
"48210,42.33630,-83.12850"
"62045,39.21650,-90.68970"
"79124,35.42810,-101.99100"
"20779,38.77360,-76.57920"
"12781,41.62140,-74.45130"
"72373,35.24870,-90.55780"
"42452,37.68300,-87.54270"
"13758,42.55810,-75.71780"
"J4H,45.53694,-73.51071"
"75455,33.27089,-94.99745"
"87190,35.10760,-106.59600"
"60567,41.78580,-88.14720"
"45337,39.97240,-84.42240"
"13209,43.08450,-76.24700"
"38676,34.64071,-90.41252"
"J0V,45.62644,-74.59107"
"CF10 2AF,51.48158,-3.17909"
"91322,34.38490,-118.53000"
"49660,44.24000,-86.32000"
"R0M 0A0,49.56727,-100.75392"
"14132,43.14860,-78.87710"
"98632,46.20233,-123.13873"
"1017 ND,52.36544,4.88115"
"60455,41.73000,-87.80000"
"H4V,45.47079,-73.65305"
"92411,34.12640,-117.32100"
"46574,41.46310,-86.44640"
"47660,38.33510,-87.36190"
"31319,31.42300,-81.35680"
"30512,34.84576,-83.97443"
"28297,35.27690,-80.85600"
"41831,37.42840,-82.96900"
"99826,58.90889,-137.45139"
"43403,41.37730,-83.62300"
"47991,40.26390,-87.45960"
"44124,41.47471,-81.46843"
"52727,41.97230,-90.34070"
"56733,48.65550,-96.86540"
"50364,41.59540,-93.76520"
"50625,42.72740,-92.96990"
"22942,38.08836,-78.24612"
"66956,39.78290,-98.21890"
"20554,38.91580,-77.04350"
"86039,35.65380,-110.50100"
"48012,42.54640,-83.21160"
"28105,35.11940,-80.72310"
"56180,44.23920,-95.52770"
"22905,38.02400,-78.49130"
"62230,38.61000,-89.52000"
"40903,36.84140,-83.82170"
"61064,42.04864,-89.68400"
"DL2 2FB,54.54647,-1.59164"
"J0V 1J0,45.62644,-74.59107"
"43557,41.47300,-84.39700"
"16655,40.24820,-78.54090"
"15962,40.38870,-78.71880"
"51645,40.85820,-95.44200"
"25508,37.93070,-82.08530"
"50259,42.28830,-93.09020"
"66039,38.10310,-95.13200"
"32228,30.38120,-81.40770"
"27549,36.22459,-78.27333"
"62866,38.14840,-89.01320"
"54849,46.49390,-91.76120"
"33852,27.24250,-81.47180"
"51537,41.64433,-95.15174"
"11772,40.77590,-72.98140"
"14224,42.83590,-78.75389"
"84023,40.94540,-109.24300"
"72139,35.36280,-91.50760"
"A0A 3P0,46.98054,-53.50992"
"92868,33.78860,-117.86800"
"T0L,50.01919,-113.58377"
"83866,47.15020,-116.44900"
"93790,36.78820,-119.82800"
"60469,41.62780,-87.68670"
"79998,31.76910,-106.42700"
"28532,34.91360,-76.84900"
"63069,38.50359,-90.67632"
"57201,44.91560,-97.16990"
"30523,34.60000,-83.52000"
"67196,25.66725,-100.16247"
"55712,46.28790,-92.55170"
"84098,40.70040,-111.56600"
"93641,36.70689,-119.00816"
"50151,41.19029,-93.53487"
"91402,34.22762,-118.44243"
"27847,36.18660,-77.18100"
"82732,43.75431,-105.48591"
"29597,33.81270,-78.68640"
"28613,35.74490,-81.26840"
"21286,39.41350,-76.57510"
"32818,28.58670,-81.48910"
"33065,26.27173,-80.23187"
"13348,42.70710,-75.06880"
"J6E 8P3,46.01401,-73.41780"
"49633,44.55086,-85.37562"
"3072 AP,51.90484,4.48453"
"42603,36.78580,-85.08620"
"53038,43.10080,-88.81660"
"L4W 4J9,43.63415,-79.64100"
"08069,39.72000,-75.46000"
"58463,47.47960,-100.47000"
"84199,40.72610,-111.94000"
"26148,39.07950,-81.18780"
"97707,43.82012,-121.46919"
"H1G 6E5,45.61149,-73.61726"
"98641,46.54950,-124.02700"
"22713,38.54050,-78.14500"
"29710,35.14986,-81.21230"
"46352,41.60980,-86.73210"
"06473,41.38000,-72.85000"
"68730,42.80080,-97.53556"
"52330,42.34193,-91.57877"
"67561,38.15110,-98.06600"
"23226,37.58030,-77.52020"
"97471,43.16039,-123.36785"
"02465,42.34855,-71.22937"
"24014,37.22400,-79.91990"
"51439,42.07370,-95.61400"
"05460,44.97660,-73.10540"
"50142,42.00580,-92.77660"
"40201,38.22000,-85.74000"
"39341,33.05970,-88.60070"
"86321,34.64670,-113.13900"
"56601,47.63543,-94.99689"
"30275,33.43250,-84.86890"
"72613,36.47510,-93.76780"
"19522,40.47593,-75.89465"
"16403,41.77615,-80.06467"
"45310,40.35100,-84.64320"
"40222,38.26850,-85.61610"
"07764,40.28830,-74.01830"
"38015,35.58897,-89.81369"
"30638,33.77660,-83.42620"
"26581,39.66410,-80.57750"
"80455,40.07910,-105.43000"
"72449,36.16310,-90.82590"
"75572,33.14000,-94.15000"
"70090,29.95990,-90.71330"
"61283,41.63670,-89.78810"
"67020,38.04310,-97.64720"
"39406,31.32950,-89.33670"
"63108,38.63722,-90.23872"
"54720,44.80590,-91.43540"
"H7G 2T7,45.56694,-73.68793"
"80260,39.85530,-105.00545"
"26164,38.93940,-81.72450"
"E4P,46.22020,-64.53469"
"81656,39.27040,-106.88600"
"83549,45.50111,-116.02750"
"60118,42.10000,-88.29000"
"34607,28.49820,-82.63300"
"63531,40.29643,-92.21685"
"45806,40.68672,-84.13773"
"74471,35.92140,-94.85480"
"45140,39.24110,-84.24890"
"54564,45.60830,-89.97110"
"62442,39.27470,-87.84630"
"92286,34.11950,-116.44500"
"28307,35.17301,-78.99669"
"92676,33.77799,-117.66695"
"49911,46.54100,-90.07380"
"77834,30.16670,-96.39770"
"39569,30.36580,-88.55470"
"16735,41.72562,-78.63836"
"90262,33.92000,-118.20000"
"14610,43.14240,-77.54760"
"A0K 3R0,49.75114,-56.02155"
"75205,32.83346,-96.79195"
"29153,34.00150,-80.34970"
"83530,45.93260,-116.08700"
"43783,39.80120,-82.28000"
"83533,46.11810,-116.28100"
"91307,34.20680,-118.68000"
"68632,41.19470,-97.12700"
"21520,39.64230,-79.30650"
"78550,26.28484,-97.67652"
"18655,41.19680,-76.19560"
"00669,18.29120,-66.85280"
"23031,37.60440,-76.53490"
"50471,43.16070,-92.86120"
"59301,46.27480,-105.76300"
"90805,33.86520,-118.18000"
"42236,36.70760,-87.60700"
"78734,30.39563,-97.92798"
"94952,38.18389,-122.59028"
"H2T 1R3,45.52099,-73.58859"
"91604,34.13860,-118.38800"
"0829,-12.45338,130.96632"
"02673,41.65150,-70.24380"
"21203,39.29050,-76.61260"
"78041,27.55944,-99.50667"
"27572,36.24400,-78.88890"
"68758,41.76100,-97.77360"
"55806,46.76990,-92.12910"
"76657,31.49226,-97.38063"
"36304,31.23590,-85.40520"
"21911,39.67872,-76.03217"
"86313,34.54000,-112.46800"
"71654,33.63860,-91.36460"
"68741,42.42470,-96.64250"
"40402,37.29450,-83.96150"
"10956,41.14895,-73.98300"
"06515,41.32580,-72.97050"
"95110,37.34610,-121.90900"
"41385,37.64250,-83.35160"
"52641,40.97170,-91.54877"
"21239,39.36490,-76.58750"
"54947,44.20020,-88.69410"
"71247,32.27760,-92.71300"
"62853,38.52650,-88.91150"
"65336,38.76000,-93.56000"
"32219,30.42780,-81.80200"
"47264,39.01469,-86.19139"
"59451,47.25471,-109.36028"
"G7X 5L7,48.42360,-71.23955"
"68763,42.38033,-98.66006"
"54761,44.64070,-92.17710"
"69029,40.74350,-100.16700"
"49204,42.24580,-84.40170"
"36067,32.52306,-86.70139"
"70058,29.86730,-90.06900"
"55807,46.74506,-92.12746"
"59273,48.35490,-106.90900"
"64843,36.72785,-94.36327"
"02494,42.29710,-71.22700"
"14075,42.71530,-78.83590"
"AB21 7DU,57.20370,-2.20016"
"74454,35.85040,-95.51580"
"38303,35.63740,-88.82470"
"48621,44.72180,-83.98280"
"91482,34.20110,-118.47500"
"77590,29.37960,-94.91680"
"21756,39.45720,-77.69790"
"47875,39.68720,-87.51460"
"45872,41.19010,-83.68780"
"19090,40.14760,-75.12160"
"54980,43.98950,-88.77190"
"M6E 2J3,43.69568,-79.45035"
"65233,38.96000,-92.74000"
"77474,29.78350,-96.20640"
"29681,34.74470,-82.25740"
"02301,42.08000,-71.02000"
"34979,27.44710,-80.33700"
"40045,38.70312,-85.26079"
"06757,41.74820,-73.46590"
"60006,42.08860,-87.98090"
"01984,42.60080,-70.88250"
"54498,44.96090,-90.63900"
"53793,43.09810,-89.32430"
"42758,37.37250,-85.19680"
"L4K 0A1,43.78989,-79.47144"
"55130,44.94420,-93.00590"
"07422,41.18900,-74.42730"
"14136,42.52080,-79.16250"
"32536,30.73660,-86.60060"
"78205,29.42480,-98.48850"
"14547,42.88680,-77.09660"
"73538,34.76780,-98.43370"
"89422,38.38680,-118.11500"
"CH1 2HT,53.19339,-2.89308"
"95031,37.22640,-121.97400"
"62701,39.79950,-89.64980"
"54913,44.36951,-88.42100"
"45822,40.43699,-84.49329"
"83864,48.25159,-116.61103"
"16511,42.16430,-79.99760"
"08343,39.62901,-75.15938"
"71004,32.74820,-93.86030"
"54812,45.40000,-91.84000"
"E5H,45.11305,-66.74121"
"97321,44.63130,-123.06800"
"22106,38.93750,-77.17870"
"11002,36.52811,-6.30442"
"37055,36.08260,-87.43490"
"40391,37.99591,-84.26354"
"46385,41.46476,-87.09725"
"50401,43.14234,-93.19097"
"13035,42.89392,-75.87663"
"50452,42.76000,-93.36000"
"49504,42.98160,-85.70810"
"11715,40.75000,-73.03520"
"49965,46.87438,-88.90736"
"47387,39.83070,-85.27040"
"38377,35.34030,-88.80580"
"33023,25.97556,-80.20568"
"32735,28.89280,-81.73990"
"A1N 1J1,47.52064,-52.80768"
"77267,29.95490,-95.44210"
"15026,40.51470,-80.37870"
"17408,39.97815,-76.79719"
"20704,39.03470,-76.90760"
"K1P 1J9,45.42153,-75.69719"
"85002,33.45220,-112.06800"
"MK42 9JJ,52.11917,-0.47502"
"08559,40.43650,-74.97530"
"33142,25.81190,-80.23900"
"80041,39.76880,-104.83200"
"05458,44.71700,-73.30670"
"R0J 1A0,50.89339,-99.31514"
"CV37 7ET,52.18895,-1.68285"
