"zipcode","latitude","longitude"
"51040,42.06396,-95.98515"
"54952,44.12055,-88.09927"
"29834,33.51590,-81.83790"
"24246,36.87020,-82.73980"
"91746,34.01973,-117.95868"
"10457,40.84660,-73.89860"
"30822,32.90720,-81.87130"
"62023,39.10750,-89.78390"
"11251,40.70330,-73.97160"
"44198,41.49170,-81.67450"
"93908,36.67602,-121.58266"
"0810,-12.37828,130.89041"
"52163,43.21610,-92.09050"
"28205,35.21900,-80.78760"
"59046,46.44480,-109.10300"
"54403,44.95914,-89.63012"
"89020,37.17850,-116.48900"
"19478,40.27590,-75.45670"
"23947,37.03600,-78.46190"
"43947,39.95230,-80.78750"
"58845,48.59010,-103.92200"
"66094,39.93980,-95.28710"
"C0B 1X0,46.25376,-63.69216"
"V2T 6G7,49.04357,-122.36584"
"26502,39.64580,-79.92190"
"49667,44.34960,-84.92180"
"37317,35.05310,-84.39530"
"11104,40.74420,-73.92050"
"54914,44.26890,-88.44260"
"34885,40.97334,29.23645"
"53950,43.90350,-90.14360"
"28325,35.15280,-78.10780"
"89830,41.26170,-114.19400"
"87417,36.69334,-108.36925"
"70558,30.10380,-92.07640"
"95558,40.28290,-124.19400"
"43711,39.83390,-81.57600"
"T1J 1Z2,49.69739,-112.78143"
"92046,33.12490,-117.10200"
"49247,41.75822,-84.29108"
"94971,38.24260,-122.92200"
"62263,38.34000,-89.37000"
"RG1 9TJ,51.45426,-0.97813"
"97110,45.89210,-123.96200"
"74829,35.51570,-96.47000"
"27551,36.43521,-78.01954"
"47104,38.54220,-85.42030"
"17537,39.99020,-76.24000"
"04768,46.76000,-68.47000"
"47546,38.39000,-86.93000"
"45061,39.31160,-84.65030"
"10129,40.75510,-73.99130"
"23836,37.35720,-77.32520"
"56301,45.47528,-94.33472"
"62204,38.63230,-90.09080"
"25011,38.51592,-81.84485"
"34450,28.82960,-82.25530"
"77619,29.94950,-93.92070"
"23670,37.03080,-76.34760"
"92570,33.83722,-117.28761"
"15027,40.66630,-80.23960"
"05840,44.57090,-71.75950"
"92239,33.85000,-115.29000"
"33550,27.97980,-82.30850"
"P9A 3M8,48.60995,-93.39553"
"14739,42.18750,-78.13410"
"24844,37.44740,-81.80570"
"35231,33.56400,-86.89530"
"55046,44.45270,-93.42440"
"59257,48.83510,-104.92300"
"95311,37.70930,-120.03900"
"05340,43.14807,-72.88783"
"T0B 3M1,53.19437,-113.90085"
"23308,37.81985,-75.58715"
"30411,32.12420,-82.79470"
"08801,40.64093,-74.88128"
"25173,-0.85034,100.36133"
"75032,32.92000,-96.45000"
"99171,47.04690,-117.55800"
"81432,38.11220,-107.75100"
"89706,39.18300,-119.60500"
"62825,37.99550,-89.05310"
"47460,39.19199,-86.79584"
"49440,43.22000,-86.25000"
"44312,41.05174,-81.42914"
"62635,40.28480,-89.50770"
"63880,36.33000,-90.02000"
"77045,29.64060,-95.42700"
"30295,33.09760,-84.30360"
"41179,38.59924,-83.31880"
"74110,36.15935,-95.94097"
"48004,42.69130,-82.68890"
"99604,61.53020,-165.47500"
"55972,43.96000,-92.06000"
"74158,36.16600,-95.91760"
"60456,41.73140,-87.72630"
"81007,38.35890,-104.77500"
"76109,32.69860,-97.37860"
"46102,39.99540,-86.62410"
"21237,39.35040,-76.47668"
"L6P 2K7,43.77229,-79.66212"
"53062,43.94850,-88.08490"
"31788,31.18670,-83.73500"
"62888,38.14750,-89.21030"
"46783,40.96530,-85.34980"
"17076,40.61050,-77.31830"
"76444,32.07650,-98.47124"
"12527,41.51820,-73.93940"
"95461,38.77630,-122.59800"
"46913,40.51450,-86.52500"
"47577,38.13630,-86.81190"
"80273,39.72590,-104.98800"
"41005,39.02000,-84.72000"
"37048,36.48000,-86.59000"
"16362,41.49670,-79.92410"
"65669,36.93700,-93.26530"
"68833,41.87956,-99.99123"
"37722,35.80930,-83.21310"
"45004,39.51550,-84.60940"
"95826,38.54210,-121.37800"
"62928,37.52440,-88.59010"
"50174,41.03177,-93.96744"
"70073,29.89920,-90.10050"
"PE13 4JW,52.64693,0.03384"
"83401,43.50000,-111.89000"
"14111,42.58833,-78.79194"
"01376,42.63640,-72.51050"
"14476,43.33170,-78.04620"
"49246,42.10115,-84.55190"
"60541,41.44291,-88.56418"
"24872,37.48340,-81.89610"
"84512,37.28470,-109.55100"
"92210,33.68710,-116.33700"
"98283,48.57650,-121.14500"
"77221,29.70370,-95.35500"
"06014,43.36232,12.32369"
"M5S 3A7,43.66673,-79.40451"
"64856,36.55530,-94.25380"
"3038 LA,51.93312,4.46856"
"G2K 1L9,46.82942,-71.28567"
"43614,41.60350,-83.62980"
"05763,43.74190,-73.00640"
"45819,40.62390,-84.26040"
"93618,36.47606,-119.44318"
"20876,39.20740,-77.23110"
"44140,41.48530,-81.93180"
"48350,42.74180,-83.53320"
"43026,40.03000,-83.14000"
"70433,30.47547,-90.10091"
"35457,33.29040,-87.77050"
"11220,40.64100,-74.01610"
"74941,35.25970,-94.87950"
"17050,40.23314,-77.07970"
"62277,38.08260,-90.10540"
"46929,40.54230,-86.45810"
"31543,31.32430,-81.96100"
"01615,42.26960,-71.80890"
"83650,43.01683,-116.73318"
"61345,41.27420,-89.79620"
"31206,32.78820,-83.66520"
"18357,41.22760,-75.23880"
"95919,39.42110,-121.26700"
"58126,46.87440,-96.78570"
"43457,41.26860,-83.42880"
"30263,33.34762,-84.85549"
"04493,45.25710,-68.54470"
"26416,39.17840,-80.08930"
"56227,45.30800,-96.17720"
"64622,39.51270,-93.55210"
"78058,30.16000,-99.36000"
"76880,31.47810,-98.41710"
"62214,38.36640,-89.60160"
"47853,39.53930,-87.09460"
"89409,38.80310,-117.63900"
"00987,18.40830,-65.98100"
"P3L,46.55469,-80.86143"
"49696,44.68667,-85.48201"
"04684,44.49240,-68.52640"
"25913,37.70010,-81.49500"
"94558,38.60974,-122.25405"
"45687,38.97040,-83.02010"
"37766,36.39530,-84.14090"
"97905,44.60000,-117.37000"
"L0N 1G0,43.93774,-80.38813"
"27597,35.88472,-78.35250"
"83210,43.03797,-112.73166"
"V6X 1R9,49.19227,-123.12749"
"49629,44.90970,-85.39640"
"45135,39.35030,-83.54340"
"41527,37.64240,-82.29810"
"72390,34.54000,-90.64000"
"93246,36.30080,-119.78200"
"91330,34.23813,-118.53012"
"98603,46.09530,-122.32628"
"28551,35.30000,-77.78000"
"00187,41.90265,12.48021"
"75246,32.79290,-96.77300"
"33736,27.74260,-82.74810"
"63738,37.08060,-89.95490"
"39667,31.14850,-90.10610"
"78675,30.43620,-98.63340"
"93560,34.88430,-118.32300"
"51647,40.61730,-95.31650"
"16052,40.90870,-80.07770"
"03304,43.12910,-71.54240"
"53091,43.49630,-88.43390"
"24463,38.07470,-79.10110"
"23966,37.28890,-78.27860"
"92164,32.74740,-117.12700"
"33188,25.81270,-80.23910"
"11901,40.98488,-72.61512"
"06701,41.55000,-73.03000"
"91746,34.04750,-117.98600"
"62995,37.42220,-88.88230"
"03238,43.98250,-71.89390"
"D01 KH26,53.34981,-6.26031"
"53109,42.53480,-88.14370"
"78052,29.22730,-98.78560"
"27281,35.20080,-79.64710"
"49022,42.18331,-86.38349"
"94291,38.55540,-121.49700"
"N0G,43.70356,-80.81748"
"22103,38.93350,-77.17910"
"G4A 1E1,47.69109,-70.22010"
"58078,46.86250,-96.92690"
"44473,41.24135,-80.65489"
"71862,33.75120,-93.66880"
"38482,35.75770,-87.16900"
"16261,40.96130,-79.46770"
"15701,40.68195,-79.19576"
"62286,38.15000,-89.71000"
"00637,18.07385,-66.93953"
"77856,31.06540,-96.41940"
"73055,34.63786,-97.81753"
"32670,31.65955,-106.47197"
"67042,37.91457,-96.70659"
"45434,39.70923,-84.06327"
"18459,41.50560,-75.41250"
"31061,33.02487,-83.23460"
"21090,39.20870,-76.66920"
"89825,41.89160,-114.70200"
"52805,41.57320,-90.60040"
"B1K 1V7,45.93663,-60.29840"
"29709,34.72440,-80.09960"
"49331,43.03202,-85.38986"
"G9T 2M2,46.61623,-72.68733"
"78203,29.41520,-98.46120"
"74077,36.12320,-97.07140"
"57625,45.00050,-101.23400"
"35769,34.67240,-86.03460"
"60695,41.87810,-87.63390"
"18421,41.65000,-75.46000"
"23974,36.96940,-78.27120"
"56144,43.84700,-96.37610"
"22482,37.74270,-76.38580"
"20046,38.95940,-77.08810"
"P6A 5V4,46.50850,-84.33557"
"24880,37.61970,-81.54720"
"90280,33.94330,-118.18800"
"77081,29.71060,-95.48410"
"79094,34.80950,-101.53700"
"64746,38.61510,-94.49660"
"51009,42.95170,-95.56890"
"81228,39.08830,-106.28000"
"28040,35.38390,-81.75310"
"08313,39.49000,-75.21000"
"89032,36.23527,-115.19831"
"19454,40.24733,-75.24379"
"06811,41.42360,-73.48450"
"93962,36.62490,-121.64800"
"84092,40.59384,-111.72104"
"50860,40.60520,-94.35760"
"53191,42.57780,-88.54830"
"95132,37.40890,-121.82800"
"73944,36.65975,-101.12127"
"31136,33.74730,-84.38240"
"32773,28.75770,-81.25490"
"27960,35.06961,-76.06379"
"38241,36.39100,-88.60670"
"45677,38.79860,-82.76500"
"88588,31.76910,-106.42700"
"08858,40.67280,-74.74760"
"94258,38.58540,-121.49300"
"45417,39.75260,-84.24850"
"58439,46.03470,-98.84250"
"37933,35.96370,-83.91570"
"58654,46.75016,-103.79718"
"47876,39.50930,-87.45730"
"14105,43.18060,-78.48600"
"68710,42.45270,-96.87960"
"13120,42.97000,-76.14000"
"98555,47.55610,-123.25100"
"08902,40.45000,-74.48000"
"48445,43.95330,-82.98560"
"T3L 2J6,51.12468,-114.24553"
"99348,46.41790,-118.45200"
"85024,33.68680,-112.05100"
"49281,42.04860,-84.37680"
"R0M 1T0,49.55709,-100.94583"
"64654,39.90520,-93.80980"
"38341,35.81090,-88.12309"
"23322,36.62270,-76.26540"
"45693,38.74939,-83.61321"
"04038,43.69070,-70.47220"
"02059,42.14340,-70.77050"
"24161,36.99110,-79.55260"
"50323,41.61990,-93.80180"
"37180,35.63800,-86.56840"
"12077,42.59250,-73.78450"
"16023,40.69506,-79.34143"
"95076,36.90412,-121.74856"
"92625,33.60050,-117.85400"
"50426,43.41520,-93.01450"
"L4C,43.88284,-79.44028"
"70030,29.80330,-90.38440"
"62974,37.77699,-88.84951"
"26554,39.48508,-80.14258"
"47037,39.22511,-85.35821"
"56085,44.23913,-94.69526"
"66097,39.33360,-95.26370"
"02802,41.95140,-71.45510"
"84093,40.59450,-111.82800"
"43748,39.70140,-82.30650"
"45280,39.16190,-84.45690"
"63122,38.59589,-90.37706"
"74804,35.40563,-96.84169"
"95864,38.58580,-121.37600"
"94609,37.83430,-122.26500"
"84032,40.47329,-111.24767"
"63780,37.16480,-89.48160"
"53125,42.54660,-88.56910"
"21054,38.96919,-76.66661"
"64667,40.34390,-93.27260"
"63121,38.71450,-90.29307"
"59336,46.47417,-104.64495"
"29846,33.03560,-81.22220"
"60033,42.44113,-88.64121"
"56676,47.46090,-95.23840"
"82224,42.71370,-104.91400"
"92152,32.70100,-117.24500"
"32790,28.58830,-81.33120"
"N3T 2J2,43.13939,-80.26443"
"50626,42.57850,-92.16350"
"B1640,-34.50089,-58.51647"
"46063,40.26940,-85.72810"
"44503,41.09890,-80.64810"
"DD5 3RU,56.48644,-2.89018"
"97014,45.59630,-121.86100"
"R0E 0T0,50.54975,-96.62816"
"88570,31.76800,-106.33000"
"49304,43.89000,-85.85000"
"37320,35.15940,-84.87670"
"80457,39.64920,-105.30000"
"46970,40.70950,-86.04010"
"83669,43.71140,-116.49600"
"60501,41.77028,-87.81594"
"84414,41.30716,-111.96022"
"S0C,49.14268,-102.80867"
"10273,40.71000,-74.00340"
"44636,40.74090,-81.74520"
"97625,42.26280,-121.66200"
"93908,36.63250,-121.59700"
"72173,35.17147,-92.27376"
"02101,42.35708,-71.05688"
"56567,46.58820,-95.40750"
"66007,39.12970,-94.97810"
"59759,45.91970,-112.18100"
"72534,35.61610,-91.73680"
"44818,40.99560,-82.99740"
"34498,29.02670,-82.72670"
"70072,29.89937,-90.10035"
"96095,40.66080,-122.60000"
"95925,39.51982,-121.19309"
"04281,44.21122,-70.52788"
"C0B 2B0,46.99575,-64.02603"
"54420,44.63530,-90.35940"
"84189,40.76800,-111.89000"
"28790,35.20110,-82.48690"
"64504,39.66960,-94.91980"
"44087,41.31260,-81.43880"
"45406,39.79950,-84.23891"
"3012 AA,51.92442,4.47773"
"07474,40.94900,-74.24580"
"78729,30.45560,-97.75240"
"08037,39.65736,-74.86232"
"49637,44.63630,-85.68840"
"25206,37.97150,-81.70370"
"08019,39.73382,-74.48700"
"29101,34.43626,-80.17285"
"54402,44.95950,-89.63030"
"50-011,51.10363,17.03154"
"37854,35.85380,-84.69870"
"77377,30.09660,-95.61580"
"96944,5.35000,162.95000"
"97601,42.69528,-121.61421"
"51230,43.30490,-96.28980"
"75229,32.89580,-96.87200"
"23405,37.40680,-75.91030"
"67625,39.41940,-99.67790"
"16328,41.65250,-79.72720"
"38504,36.36930,-84.81170"
"71419,31.83045,-93.78991"
"81335,37.53860,-108.73000"
"50335,41.59560,-93.62000"
"68510,40.80690,-96.64810"
"18622,41.19840,-76.19890"
"59830,47.37590,-115.34500"
"26257,38.90430,-80.00390"
"24977,37.86840,-80.66380"
"10573,41.01360,-73.67590"
"49827,46.20340,-85.59080"
"48757,43.40919,-83.67719"
"60448,41.53115,-87.91674"
"02333,42.03500,-70.94230"
"V2T 3H7,49.04014,-122.31874"
"93307,35.31778,-119.02028"
"12534,42.14242,-73.77792"
"34946,27.50400,-80.36710"
"28789,35.44510,-83.26090"
"17041,40.22030,-76.53940"
"86005,35.08556,-111.66757"
"14525,42.86810,-78.00600"
"19034,40.13000,-75.19000"
"90295,33.98130,-118.43900"
"54241,44.21980,-87.59990"
"28563,35.13630,-77.00310"
"83115,42.93800,-110.26200"
"38638,34.70500,-89.80970"
"87101,35.11000,-106.62000"
"84623,39.47610,-111.56200"
"61942,39.77140,-88.01780"
"36901,32.44880,-88.13390"
"55103,44.95834,-93.10314"
"52642,40.96370,-91.55750"
"75085,32.95320,-96.70440"
"32771,28.80286,-81.26945"
"75060,32.79740,-96.95380"
"68452,40.39400,-97.88110"
"61265,41.47142,-90.51680"
"82835,44.74820,-106.40400"
"51130,48.91689,4.15143"
"39501,30.38000,-89.06000"
"23105,37.25170,-77.82380"
"71913,34.42453,-93.09518"
"73647,35.34894,-99.17036"
"17059,40.58530,-77.36110"
"52151,43.30434,-91.15450"
"58634,47.44770,-103.34800"
"85310,33.71350,-112.14200"
"60016,42.03000,-87.90000"
"30512,34.87981,-83.97880"
"17763,41.50780,-76.96120"
"N0H 1S0,44.75905,-81.01237"
"02121,42.30650,-71.08240"
"23345,37.55640,-75.87510"
"76468,31.98740,-98.42950"
"90043,33.98850,-118.33500"
"35137,33.21620,-86.79190"
"0963,59.96036,10.88144"
"68978,40.08960,-98.16230"
"92506,33.95330,-117.39612"
"NG24 4UB,53.07309,-0.81906"
"43213,39.97220,-82.86940"
"61452,40.23450,-90.62170"
"28308,35.17080,-79.00940"
"66783,37.88976,-95.69304"
"81425,38.52380,-108.20500"
"99665,62.60130,-159.75000"
"29685,34.98880,-82.83350"
"68941,40.47630,-98.33075"
"68863,40.78680,-99.52280"
"53924,43.50300,-90.27190"
"70651,30.50780,-92.94350"
"N4K 5P7,44.55932,-80.99121"
"67673,39.04830,-98.76010"
"78384,27.88950,-98.34670"
"78870,29.28960,-99.63110"
"31411,31.92520,-81.03540"
"49733,44.79340,-84.61160"
"14589,43.24140,-77.17510"
"32618,29.53890,-82.52160"
"05846,44.81477,-71.88037"
"54816,46.50190,-91.07680"
"66751,37.94540,-95.28780"
"32059,30.36740,-83.26540"
"16201,40.81960,-79.42880"
"18431,41.61314,-75.28434"
"27612,35.85230,-78.69430"
"61036,42.38279,-90.45652"
"61845,40.35580,-88.42030"
"T7S,54.14240,-115.68498"
"61736,40.34120,-88.86340"
"06478,41.43240,-73.13450"
"28509,35.14770,-76.81080"
"85535,33.00910,-109.93200"
"31711,32.10680,-84.06190"
"27107,36.05595,-80.22298"
"G0S 2H0,46.62361,-71.73348"
"95490,39.45250,-123.38800"
"90309,33.97260,-118.35700"
"32118,29.21500,-81.00510"
"97338,44.92000,-123.34000"
"60079,42.37000,-87.86000"
"75601,32.51110,-94.72250"
"18702,41.24547,-75.84565"
"27306,35.19240,-79.96400"
"41819,36.99420,-83.07090"
"71430,31.03200,-92.51970"
"84302,41.52290,-112.07100"
"14485,42.87690,-77.60050"
"61839,40.11699,-88.65308"
"50574,42.72340,-94.67010"
"15942,40.38050,-78.82270"
"N0B 1E0,43.33885,-80.43843"
"04694,45.05286,-67.55138"
"15765,40.61408,-78.99669"
"H4R 1A6,45.51670,-73.72295"
"39645,31.14157,-90.68093"
"SO23 9NQ,51.05769,-1.30806"
"45679,38.92275,-83.56760"
"V2W 1H5,49.20571,-122.54594"
"69333,41.90860,-101.95500"
"16105,41.05210,-80.33730"
"33482,26.46080,-80.07970"
"69301,42.12496,-103.40466"
"18962,40.34680,-75.27230"
"29148,33.60000,-80.35000"
"78718,30.38710,-97.70550"
"21104,39.30831,-76.88741"
"54848,45.51936,-91.15630"
"33898,27.92430,-81.45220"
"93510,34.47060,-118.21900"
"49434,42.76870,-86.20630"
"44622,40.52000,-81.47000"
"88065,32.50850,-108.28200"
"30042,33.94000,-83.99000"
"95219,38.02130,-121.38100"
"67831,37.29391,-99.59957"
"B0N 2A0,45.00596,-64.01096"
"50146,41.63968,-94.26964"
"83871,46.75200,-116.75400"
"75605,32.58930,-94.75030"
"32465,30.04800,-85.24970"
"52772,41.78585,-91.30822"
"A1V 2R7,48.99507,-54.86223"
"77534,29.21410,-95.30520"
"01754,42.42250,-71.46150"
"01518,42.11240,-72.11660"
"78226,29.37730,-98.55570"
"60554,41.76974,-88.42100"
"39288,32.29960,-90.14280"
"61265,41.48430,-90.49050"
"99347,46.42490,-117.63000"
"91306,34.21076,-118.57102"
"75639,32.22190,-94.15010"
"77451,29.45060,-96.00680"
"70723,30.06530,-90.84850"
"46146,39.57820,-85.57830"
"18801,41.75730,-75.90547"
"93543,34.49650,-117.96000"
"57466,45.20180,-99.45080"
"46885,41.13610,-85.03360"
"32812,28.48610,-81.32740"
"85041,33.38400,-112.10700"
"90209,34.07320,-118.39300"
"98310,47.59111,-122.64000"
"89005,35.90980,-114.75900"
"14470,43.21390,-78.05590"
"98830,47.77906,-119.74746"
"27606,35.73810,-78.72170"
"45429,39.68950,-84.16883"
"53744,43.01520,-89.41370"
"08010,40.05060,-74.91810"
"79121,35.17230,-101.94100"
"47265,38.98590,-85.61890"
"K0B,45.43548,-74.95500"
"78799,30.26690,-97.74270"
"89450,39.25550,-119.95300"
"08028,39.70000,-75.11000"
"89415,38.35686,-118.89847"
"24122,37.42770,-79.70680"
"38701,33.38000,-91.05000"
"80532,40.48350,-105.46600"
"41149,38.05650,-83.04300"
"N0P 1G0,42.35537,-82.06841"
"64064,38.99330,-94.38710"
"20168,38.87260,-77.64840"
"63361,38.88810,-91.57155"
"33463,26.62763,-80.13539"
"79535,32.17020,-100.55400"
"13473,43.65690,-75.42780"
"03579,44.85434,-71.00045"
"47630,37.94000,-87.40000"
"92356,34.55210,-116.89400"
"27801,35.85821,-77.69303"
"79119,35.07670,-102.04600"
"77270,29.79910,-95.41760"
"18092,40.46970,-75.52240"
"49073,42.57360,-85.12030"
"48413,43.82037,-82.92864"
"93305,35.38663,-118.97732"
"35032,33.26380,-86.33590"
"17976,40.82080,-76.21310"
"62815,38.45180,-88.00000"
"S0C 0L0,49.46177,-103.00922"
"DE13 0AR,52.82142,-1.62701"
"42440,37.23710,-87.46900"
"78579,26.08750,-97.95690"
"98528,47.44420,-122.84300"
"59532,48.56270,-110.07400"
"67645,39.68000,-99.75710"
"58504,46.73590,-100.66400"
"11379,40.71540,-73.87940"
"31018,32.95170,-82.61350"
"54729,44.89961,-91.26985"
"57076,43.95710,-97.30910"
"87504,35.81030,-105.98600"
"31059,33.08040,-83.23200"
"RG1 9SU,51.45426,-0.97813"
"85653,32.41420,-111.27200"
"78360,26.92170,-98.92040"
"94939,37.93630,-122.53800"
"97006,45.53427,-122.87948"
"96776,19.79860,-155.52600"
"29346,34.94470,-81.83750"
"55044,44.59849,-93.23825"
"52147,42.94560,-91.89039"
"50324,41.60440,-93.70990"
"62401,39.06218,-88.55653"
"61276,41.31360,-90.58240"
"53784,43.03950,-89.39310"
"40508,38.05040,-84.50090"
"59063,45.67070,-109.02100"
"04686,44.71530,-67.46190"
"29440,33.60420,-79.28150"
"92393,34.53620,-117.29000"
"94121,37.77930,-122.49400"
"J7R 2L6,45.55867,-73.89317"
"99352,46.24970,-119.30200"
"82450,44.47110,-109.39300"
"11933,40.90657,-72.74360"
"13140,43.07923,-76.68245"
"85073,33.44990,-112.07400"
"98146,47.49000,-122.36000"
"86033,36.68590,-110.26800"
"02137,42.23770,-71.13120"
"02880,41.43740,-71.50160"
"01702,42.28130,-71.42870"
"66507,39.08000,-96.02000"
"61448,40.90870,-90.26790"
"37029,36.05000,-87.31000"
"99704,64.75430,-148.85500"
"15650,40.31317,-79.35500"
"94957,37.96390,-122.55300"
"17859,41.10366,-76.42160"
"89114,36.15180,-115.15300"
"01368,42.67040,-72.19700"
"07201,40.66000,-74.19000"
"85625,31.87968,-109.65562"
"15845,41.49370,-78.67940"
"84733,37.32440,-113.72600"
"85070,33.30530,-112.04600"
"74182,36.15350,-95.99490"
"35544,33.96250,-88.02290"
"54926,44.61580,-89.01620"
"24127,37.48600,-80.21790"
"67878,37.99580,-101.81100"
"77244,29.77520,-95.60230"
"49688,44.12280,-85.45860"
"59452,-6.50809,110.70216"
"V2S 3E8,49.05044,-122.30447"
"73842,36.88050,-99.16710"
"85011,33.50970,-112.05700"
"72686,35.78890,-92.83420"
"88260,27.46693,-99.51541"
"N0P,42.70616,-81.89650"
"30229,33.22570,-84.56980"
"71462,31.69450,-93.71600"
"43144,39.50910,-82.16760"
"66016,39.48450,-95.29110"
"B0P,45.02839,-64.48269"
"96898,19.28330,166.60000"
"36545,31.50850,-87.72305"
"11222,40.72720,-73.94560"
"46562,41.21760,-85.70450"
"24553,37.52514,-78.89669"
"38923,33.36830,-89.97720"
"15313,40.06030,-80.01500"
"79608,32.41890,-99.74920"
"51466,42.25300,-95.09210"
"65322,38.97120,-92.95750"
"11203,40.64980,-73.93400"
"62643,40.24250,-89.45800"
"75441,33.43320,-95.65880"
"68815,41.43810,-99.09800"
"19101,40.00680,-75.13460"
"95429,39.72130,-123.32200"
"75882,31.76170,-95.63060"
"31410,43.33083,1.33945"
"74444,36.03140,-94.95750"
"N3L 2M2,43.19402,-80.38450"
"33558,28.16320,-82.50720"
"33513,28.68440,-82.15620"
"13655,44.98350,-74.61070"
"92684,33.75950,-118.00600"
"B0P 1H0,45.19557,-64.48604"
"78734,30.26000,-97.74000"
"73539,34.50880,-99.30040"
"15220,40.41615,-80.05151"
"V31 NP99,52.44605,-9.48537"
"63349,38.98210,-91.12190"
"55383,44.76850,-93.92600"
"H4A 1E3,45.47516,-73.62285"
"47512,38.77360,-87.33060"
"93101,34.41000,-119.70000"
"47586,37.94000,-86.75000"
"TN2 4AG,51.16200,0.34327"
"05442,44.75020,-72.68850"
"95435,39.00270,-122.87500"
"03602,43.11410,-72.30970"
"40292,38.21630,-85.75940"
"44032,41.66410,-80.66980"
"43720,39.77952,-81.74930"
"16725,41.90560,-78.65170"
"98034,47.71790,-122.20400"
"62938,37.24894,-88.49671"
"39324,31.58050,-88.69650"
"DN31 1QP,53.56747,-0.08078"
"K1G,45.39044,-75.63418"
"91708,34.02000,-117.68000"
"10604,41.06833,-73.70866"
"93643,37.27180,-119.44900"
"39653,31.47239,-90.89677"
"38503,36.15680,-85.50540"
"52591,41.37777,-92.13152"
"83302,42.22700,-114.61700"
"95901,39.12767,-121.55080"
"85357,33.82040,-113.54000"
"72945,35.09490,-94.35330"
"10550,40.91000,-73.82000"
"30116,33.64928,-85.04967"
"46303,41.37390,-87.47480"
"07106,40.74200,-74.23000"
"33810,28.12085,-82.02314"
"62642,40.08140,-89.67430"
"50047,41.47070,-93.47970"
"03400,19.39606,-99.14188"
"20197,39.20710,-77.64090"
"55579,44.99380,-93.71040"
"28163,35.19930,-80.44000"
"63119,38.57865,-90.33451"
"18370,41.08330,-75.36690"
"24112,36.72490,-79.85740"
"57322,44.67490,-97.91690"
"N1E 6R5,43.55750,-80.22942"
"30256,33.01541,-84.32464"
"45323,39.85440,-83.92850"
"63385,38.79930,-90.84710"
"21130,39.46960,-76.20470"
"57251,45.28120,-96.93840"
"29329,34.99180,-81.83530"
"01748,42.22570,-71.53810"
"87820,33.91180,-108.55200"
"02346,41.89299,-70.91077"
"41367,37.39160,-83.21700"
"89447,38.87000,-119.14000"
"98071,47.25080,-122.11900"
"25547,37.90740,-81.96010"
"06610,41.20470,-73.16930"
"63535,40.56490,-92.63550"
"79834,29.28130,-103.16600"
"3823 KR,52.18918,5.38886"
"68714,42.57640,-99.54240"
"94509,38.00840,-121.79900"
"60572,41.76430,-88.24860"
"20721,38.92250,-76.78790"
"91345,34.26630,-118.46000"
"65654,37.01780,-93.89090"
"79765,31.93760,-102.38800"
"21555,39.62553,-78.61150"
"92624,33.45984,-117.67450"
"L0A 1J0,43.99363,-78.51570"
"60625,41.97350,-87.70180"
"66054,39.27046,-95.12236"
"27890,36.41598,-77.60303"
"90247,33.89000,-118.29000"
"45347,39.83810,-84.79413"
"03590,44.64866,-71.55231"
"26531,39.60680,-79.89250"
"50244,41.88210,-93.65960"
"35978,34.61240,-85.72170"
"67012,37.60680,-96.62080"
"29047,33.52000,-80.57000"
"C1431FBW,-34.57474,-58.48608"
"12066,42.79040,-74.31450"
"W14,51.49635,-0.21075"
"50054,41.74610,-93.26159"
"49711,45.31820,-85.25850"
"21609,38.73430,-75.94630"
"20703,38.96660,-76.86220"
"52752,41.26370,-91.17160"
"60169,42.03336,-88.08341"
"50039,41.85000,-94.01000"
"33150,25.85200,-80.20710"
"S0H,50.93315,-106.19919"
"34141,25.99732,-81.34674"
"58042,46.95590,-96.95510"
"20818,38.97620,-77.16200"
"37950,35.94640,-84.02290"
"K1N 9N9,45.42777,-75.68984"
"29070,33.92487,-81.42205"
"75424,33.26984,-96.33109"
"V6B 2A3,49.28162,-123.11627"
"98260,48.03060,-122.45000"
"76641,32.03010,-96.78170"
"02126,42.27400,-71.09400"
"92092,32.84550,-117.27200"
"55720,46.72320,-92.55880"
"49417,43.01310,-86.13920"
"88561,31.76800,-106.33000"
"88566,31.76800,-106.33000"
"20877,39.14000,-77.21000"
"29689,34.53160,-82.88890"
"57449,45.80600,-98.09990"
"72941,35.31926,-94.25215"
"13776,42.45700,-75.33830"
"70656,30.96463,-92.79737"
"14024,42.57800,-78.24780"
"52563,41.20940,-92.33820"
"4109,-27.57110,153.06336"
"39862,31.52330,-84.50540"
"23847,36.61182,-77.54665"
"32358,30.15720,-84.54370"
"44112,41.53311,-81.57901"
"27109,36.12220,-80.28630"
"34113,26.10065,-81.72842"
"99036,47.51130,-117.26900"
"627751,9.07659,77.34581"
"28409,34.16100,-77.87150"
"38469,35.06610,-87.42470"
"21133,39.37440,-76.81560"
"91505,34.17490,-118.34700"
"89160,36.12260,-115.09200"
"70541,30.41990,-92.04680"
"46721,41.42940,-84.87510"
"36782,32.07980,-87.94490"
"44022,41.44750,-81.40180"
"44491,41.37500,-80.96870"
"32193,29.48480,-81.66220"
"50071,42.59375,-93.56103"
"23234,37.45130,-77.47080"
"47967,40.18150,-86.98450"
"28520,34.96330,-76.32940"
"08871,40.46030,-74.36080"
"34286,27.04000,-82.19000"
"93657,36.77826,-119.41793"
"96126,39.55328,-120.25127"
